textbox14,textbox79,textbox83,textbox81,textbox48
Period Ending  6/30/2016,Personal Residential - Tenants,"551,760","78,595","7,095",0,1,"102,188","9,809","13,834,560,289","125,207,733","541,951","633,995,763","122,373,972","2,833,761",626,610,,,,,,,,,,,"6,049,763","263,928","102,091",10,140,"399,089","325,785","1,995,250,195,359","10,093,654,561","5,723,978","155,563,635,667","9,708,533,591","385,120,970","16,017","19,295",,,,,,,,,,
Period Ending  6/30/2016,Personal Residential - Tenants - WIND ONLY,"2,973",53,526,0,0,351,0,"608,243,520","4,909,167","2,973",0,"4,909,167",0,2,0,,,,,,,,,,,"6,049,763","263,928","102,091",10,140,"399,089","325,785","1,995,250,195,359","10,093,654,561","5,723,978","155,563,635,667","9,708,533,591","385,120,970","16,017","19,295",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - (Apartment Buildings) - WIND ONLY,"2,282",66,270,0,0,96,0,"2,202,254,278","17,356,204","2,282",0,"17,356,204",0,0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - (Condo Associations Only) - WIND ONLY,"3,291",56,346,0,0,128,0,"13,127,125,614","61,038,375","3,291",0,"61,038,375",0,0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - (Homeowners Association) - WIND ONLY,184,3,27,0,0,15,0,"712,525,635","3,057,957",184,0,"3,057,957",0,0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - Allied Lines (Condo Associations Only),"4,782",17,148,0,0,169,0,"53,840,577,058","283,582,531","4,782",0,"283,582,531",0,0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - Allied Lines (Excl Condo Associations),817,0,40,0,0,24,7,"8,885,956,903","17,128,281",810,"1,791,426,063","17,066,541","61,740",0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - CMP (Condo Associations Only),"4,450",423,73,0,0,614,"1,065","43,162,805,941","141,103,481","3,385","4,982,754,145","134,356,661","6,746,820",0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - CMP (Excl Condo Associations),"8,706",284,91,0,0,987,964,"5,348,039,508","33,341,969","7,742","631,678,427","31,170,883","2,171,086",7,8,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,584",283,41,0,0,197,106,"34,268,585,361","156,050,699","4,478","266,388,981","155,344,650","706,049",7,4,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"1,284",32,50,0,0,35,105,"5,233,923,513","20,520,344","1,179","162,041,749","20,228,017","292,327",0,12,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Allied Lines,"55,503","2,213","1,396",0,0,"4,521","3,493","8,770,743,607","83,586,287","52,010","3,360,454,252","72,612,019","10,974,268",0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"18,030",571,546,0,0,539,0,"6,091,865,499","40,266,769","18,030",0,"40,266,769",0,356,238,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Condominium Unit Owners,"809,359","24,974","12,396",1,4,"42,038","97,678","81,051,290,277","749,813,766","711,681","18,655,226,048","676,837,124","72,976,642","1,040","1,399",,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Condominium Unit Owners - WIND ONLY,"46,794","1,255","1,829",0,0,"1,269",0,"6,694,199,213","43,975,043","46,794",0,"43,975,043",0,360,259,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Dwelling/Fire,"746,989","31,076","12,120",1,28,"38,326","47,934","156,250,071,391","918,456,290","699,055","12,945,622,422","879,005,900","39,450,389",495,"1,487",,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Dwelling/Fire - Mobile Homeowners,"80,156","1,888","2,183",0,0,"2,599","6,051","3,508,412,084","42,237,681","74,105","260,248,676","40,910,086","1,327,595",0,44,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,404,16,10,0,0,14,0,"12,261,230","323,046",404,0,"323,046",0,0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Farmowners,"2,613",57,34,0,0,60,9,"1,393,569,871","10,192,718","2,604","8,872,905","10,136,796","55,922",35,35,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,344,655","101,808","43,986",3,333,"164,108","142,625","1,489,595,765,851","6,725,838,100","3,202,030","109,227,073,067","6,488,102,374","237,735,726",915,"3,195",,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"113,246","3,004","2,985",0,0,"1,860",0,"48,862,008,013","300,801,819","113,246",0,"300,801,819",0,"1,077",876,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Mobile Homeowners,"257,812","10,317","3,097",8,0,"14,010","13,329","22,528,645,752","260,897,188","244,483","929,202,321","256,469,602","4,427,586",21,69,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Mobile Homeowners - WIND ONLY,"3,745",62,70,0,0,75,0,"149,468,780","3,209,250","3,745",0,"3,209,250",0,0,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Tenants,"576,070","90,767","9,154",0,1,"124,080","9,667","15,606,792,855","141,429,965","566,403","618,196,951","138,701,525","2,728,440",549,536,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  9/30/2016,Personal Residential - Tenants - WIND ONLY,"2,742",72,516,0,0,358,0,"569,433,156","4,583,438","2,742",0,"4,583,438",0,5,0,,,,,,,,,,,"6,088,498","269,244","91,408",13,366,"396,122","323,033","2,007,866,321,390","10,058,791,201","5,765,465","153,839,186,007","9,679,136,611","379,654,590","4,867","8,162",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - (Apartment Buildings) - WIND ONLY,"2,114",47,180,0,0,67,0,"2,068,942,849","16,331,405","2,114",0,"16,331,405",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - (Condo Associations Only) - WIND ONLY,"3,099",48,307,0,0,155,0,"12,234,504,998","56,516,225","3,099",0,"56,516,225",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - (Homeowners Association) - WIND ONLY,165,4,17,0,0,7,0,"671,777,657","3,002,963",165,0,"3,002,963",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - Allied Lines (Condo Associations Only),"4,702",12,267,0,0,206,0,"52,494,230,772","275,107,482","4,702",0,"275,107,482",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - Allied Lines (Excl Condo Associations),808,7,28,0,0,22,6,"8,527,953,847","16,359,325",802,"26,800,994","16,300,516","58,809",1,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - CMP (Condo Associations Only),"4,355",395,85,0,0,428,"1,000","42,993,906,823","139,517,548","3,355","4,631,964,082","133,286,817","6,230,731",1,24,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - CMP (Excl Condo Associations),"9,077",298,112,0,0,717,967,"5,203,123,208","34,370,785","8,110","632,076,559","32,204,452","2,166,333",3,3,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - Dwelling/Fire (Condo Associations Only),"4,612",303,46,0,0,401,96,"33,823,545,154","149,544,338","4,516","267,130,013","148,843,636","700,702",24,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Commercial Residential - Dwelling/Fire (Excl Condo Associations),"1,216",35,44,0,0,23,102,"5,052,814,257","19,710,167","1,114","190,587,902","19,383,919","326,248",17,7,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Allied Lines,"56,094","2,273","1,187",0,0,"4,053","4,298","8,748,137,919","84,672,559","51,796","3,707,975,080","72,337,096","12,335,463",0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Allied Lines - WIND ONLY DWELLINGS,"17,577",414,267,0,0,344,0,"5,912,628,869","39,501,448","17,577",0,"39,501,448",0,"1,654","1,538",,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Condominium Unit Owners,"815,933","23,931","11,106",1,5,"38,018","97,412","84,314,697,532","763,273,686","718,521","18,792,905,809","689,854,786","73,418,901","5,930","5,851",,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Condominium Unit Owners - WIND ONLY,"47,305",852,"1,090",0,0,"1,145",10,"7,270,934,257","46,170,349","47,295","1,009,800","46,167,558","2,791","3,307","3,261",,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Dwelling/Fire,"742,609","28,131","10,325",4,36,"34,353","47,519","155,914,304,940","907,217,135","695,090","12,944,678,814","868,190,067","39,027,068","13,690","13,511",,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Dwelling/Fire - Mobile Homeowners,"79,299","1,712","1,437",0,0,"2,241","6,242","3,448,480,550","41,661,031","73,057","271,114,626","40,284,364","1,376,667",15,66,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY,400,11,2,0,0,9,0,"12,166,720","327,305",400,0,"327,305",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Farmowners,"2,615",36,58,0,0,96,9,"1,396,137,583","10,184,840","2,606","8,600,559","10,132,822","52,018",23,23,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied,"3,350,837","94,183","37,383",1,276,"146,952","142,150","1,495,187,329,421","6,712,170,201","3,208,687","109,304,406,322","6,475,955,249","236,214,952","11,171","11,048",,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY,"110,419","2,120","1,897",0,0,"1,512",0,"47,441,691,800","293,125,188","110,419",0,"293,125,188",0,"9,516","9,261",,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Mobile Homeowners,"257,529","10,165","2,766",5,0,"12,606","13,507","22,021,290,383","254,407,402","244,022","943,250,070","249,907,828","4,499,574",89,103,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Mobile Homeowners - WIND ONLY,"3,684",69,54,0,0,62,0,"147,023,750","3,220,783","3,684",0,"3,220,783",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Tenants,"591,754","77,203","5,849",0,0,"94,568","9,574","16,507,272,420","139,162,190","582,180","616,712,903","136,445,660","2,716,530",733,673,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,
Period Ending  12/31/2016,Personal Residential - Tenants - WIND ONLY,"2,648",45,195,0,0,146,0,"552,686,486","4,460,788","2,648",0,"4,460,788",0,0,0,,,,,,,,,,,"6,108,851","242,294","74,702",11,317,"338,131","322,892","2,011,945,582,195","10,010,015,144","5,785,959","152,339,213,533","9,630,888,357","379,126,787","46,174","45,369",,,,,,,,,,

